Label,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21
0,0.06613290309906006,0.4271724224090576,0.1066279411315918,0.38573747873306274,0.1134711503982544,0.3202303647994995,0.07769572734832764,0.26882463693618774,0.03895711898803711,0.23199164867401123,0.11977088451385498,0.19958066940307617,0.146479070186615,0.11762571334838867,0.16321194171905518,0.06429237127304077,0.1749919056892395,0.01843416690826416,0.07701092958450317,0.19510984420776367,0.07174396514892578,0.10333132743835449,0.061183154582977295,0.046874821186065674,0.049800217151641846,0.0,0.04062265157699585,0.22182342410087585,0.02255791425704956,0.16692090034484863,0.032055437564849854,0.21768981218338013,0.040602147579193115,0.2599206566810608,0.01186448335647583,0.26726073026657104,0.0,0.23235487937927246,0.012841463088989258,0.2664738893508911,0.025557637214660645,0.29712027311325073
0,0.0666549801826477,0.4256437420845032,0.10818648338317871,0.3846338391304016,0.11639249324798584,0.32126182317733765,0.07861864566802979,0.2734726667404175,0.04097181558609009,0.24011093378067017,0.11922180652618408,0.20006263256072998,0.14484447240829468,0.11703285574913025,0.16072148084640503,0.06382304430007935,0.17159420251846313,0.016588598489761353,0.07582086324691772,0.19598928093910217,0.0685698390007019,0.10677793622016907,0.058061182498931885,0.04943805932998657,0.04664957523345947,0.0,0.03997182846069336,0.2238866090774536,0.020816326141357422,0.16726583242416382,0.03058832883834839,0.21710732579231262,0.039427220821380615,0.25909626483917236,0.011787474155426025,0.2712644338607788,0.0,0.23409223556518555,0.012548744678497314,0.267413854598999,0.025585830211639404,0.29902219772338867
0,0.06707465648651123,0.431345671415329,0.1095879077911377,0.3916040360927582,0.11726105213165283,0.3285864293575287,0.08239370584487915,0.2801918089389801,0.043429434299468994,0.24096152186393738,0.12327694892883301,0.20551782846450806,0.15267157554626465,0.12473782896995544,0.17137205600738525,0.07101953029632568,0.18511098623275757,0.02515307068824768,0.08002293109893799,0.20139870047569275,0.07592988014221191,0.10717180371284485,0.06555676460266113,0.04899480938911438,0.054219841957092285,0.0,0.04251289367675781,0.2285119593143463,0.024631083011627197,0.17146432399749756,0.03348129987716675,0.2228948473930359,0.042620718479156494,0.2664279043674469,0.012083888053894043,0.2724045217037201,0.0,0.23766830563545227,0.012290716171264648,0.2706938683986664,0.02557814121246338,0.3006724417209625
0,0.06437510251998901,0.4348854422569275,0.1070936918258667,0.39900922775268555,0.11684441566467285,0.3338601589202881,0.0789341926574707,0.2805958390235901,0.03854137659072876,0.24158227443695068,0.12475341558456421,0.20989948511123657,0.15337318181991577,0.12539300322532654,0.1723155975341797,0.07222074270248413,0.18618398904800415,0.026468425989151,0.07993823289871216,0.2035154402256012,0.07687413692474365,0.10738396644592285,0.06658101081848145,0.04895514249801636,0.05472385883331299,0.0,0.04212707281112671,0.22937482595443726,0.023786604404449463,0.17602494359016418,0.03343230485916138,0.23174825310707092,0.04282939434051514,0.275509774684906,0.011696040630340576,0.2747960090637207,0.0,0.24051132798194885,0.012829840183258057,0.27609771490097046,0.026023805141448975,0.30612415075302124
0,0.06531286239624023,0.43863898515701294,0.10774850845336914,0.40128207206726074,0.11841756105422974,0.33757466077804565,0.08220863342285156,0.2863582968711853,0.042591631412506104,0.25060003995895386,0.12270557880401611,0.21404489874839783,0.15185779333114624,0.12979638576507568,0.1707555651664734,0.07678034901618958,0.18436092138290405,0.030437469482421875,0.0781477689743042,0.20739644765853882,0.07502388954162598,0.10960420966148376,0.06471776962280273,0.050578415393829346,0.05296504497528076,0.0,0.04047948122024536,0.2332613170146942,0.02316385507583618,0.18253207206726074,0.03397864103317261,0.24134889245033264,0.043757081031799316,0.2870510220527649,0.009911775588989258,0.27939581871032715,0.0,0.24641859531402588,0.013466060161590576,0.2830088138580322,0.026152610778808594,0.31435084342956543
0,0.06475472450256348,0.4296835660934448,0.10444164276123047,0.39675259590148926,0.11908119916915894,0.3337506651878357,0.08841711282730103,0.28089600801467896,0.049661338329315186,0.25033849477767944,0.1162300705909729,0.21714931726455688,0.144067645072937,0.13183918595314026,0.1622779369354248,0.07672774791717529,0.175304114818573,0.029734015464782715,0.07203763723373413,0.21062582731246948,0.06424492597579956,0.1117355227470398,0.05399566888809204,0.05152004957199097,0.04215395450592041,0.0,0.03401494026184082,0.236429363489151,0.02178901433944702,0.18705978989601135,0.03869271278381348,0.24902337789535522,0.04992276430130005,0.29464757442474365,0.0025146007537841797,0.28233784437179565,0.0,0.2567296028137207,0.01924610137939453,0.29393231868743896,0.03327053785324097,0.3228635787963867
0,0.053164541721343994,0.4038683772087097,0.0875580906867981,0.3705703616142273,0.11213850975036621,0.3321880102157593,0.12768274545669556,0.3113335371017456,0.12939947843551636,0.288516640663147,0.08892518281936646,0.19672533869743347,0.10414266586303711,0.1056174635887146,0.11393654346466064,0.04984623193740845,0.11857640743255615,0.0,0.04842841625213623,0.20491987466812134,0.03719615936279297,0.11988341808319092,0.030662834644317627,0.05783340334892273,0.02167654037475586,0.00927746295928955,0.017397820949554443,0.23921722173690796,0.058255136013031006,0.2271144986152649,0.09920191764831543,0.26977550983428955,0.12099236249923706,0.3044614791870117,0.0,0.2871847152709961,0.050721585750579834,0.2943035960197449,0.08504068851470947,0.32409095764160156,0.10509192943572998,0.3468036651611328
0,0.023565173149108887,0.4127110540866852,0.06854552030563354,0.37421801686286926,0.10174936056137085,0.33148959279060364,0.1277955174446106,0.3083859384059906,0.12921398878097534,0.28480640053749084,0.06882268190383911,0.2004631757736206,0.08640497922897339,0.11322358250617981,0.09445255994796753,0.05308210849761963,0.09849393367767334,0.0,0.032993853092193604,0.21116122603416443,0.038485586643218994,0.13030174374580383,0.038938164710998535,0.06436452269554138,0.03638952970504761,0.009409189224243164,0.008585512638092041,0.24709025025367737,0.0741538405418396,0.23407545685768127,0.11009234189987183,0.2814062535762787,0.12389606237411499,0.31624749302864075,0.0,0.29766419529914856,0.0633203387260437,0.288900762796402,0.09191632270812988,0.317120760679245,0.10272842645645142,0.33780595660209656
0,0.0,0.39388006925582886,0.053765296936035156,0.3597814440727234,0.08926767110824585,0.3207259774208069,0.1169232726097107,0.29485219717025757,0.13983261585235596,0.274466872215271,0.045249998569488525,0.19988590478897095,0.06683570146560669,0.1170700192451477,0.073749840259552,0.05482137203216553,0.07675838470458984,0.0,0.020540356636047363,0.2086251974105835,0.04943215847015381,0.1312861442565918,0.06140035390853882,0.06693822145462036,0.06830042600631714,0.013470202684402466,0.0072653889656066895,0.24333566427230835,0.07777148485183716,0.234649658203125,0.105538010597229,0.2788752317428589,0.11417722702026367,0.31671589612960815,0.005859255790710449,0.29459792375564575,0.0658789873123169,0.2843301296234131,0.09352988004684448,0.3088921904563904,0.10671335458755493,0.334947407245636
0,0.0,0.35518908500671387,0.0025900602340698242,0.27881598472595215,0.03339928388595581,0.22150111198425293,0.07035297155380249,0.20102882385253906,0.10168296098709106,0.20235532522201538,0.025707483291625977,0.1751766800880432,0.043395280838012695,0.09394198656082153,0.04850989580154419,0.042150408029556274,0.05102509260177612,0.0,0.04228365421295166,0.18610244989395142,0.08320236206054688,0.10061556100845337,0.10756164789199829,0.04574844241142273,0.12585026025772095,0.003289163112640381,0.059899330139160156,0.2185274362564087,0.1325933337211609,0.20991843938827515,0.13850116729736328,0.2522585988044739,0.1325661540031433,0.28046005964279175,0.07893240451812744,0.2634226083755493,0.1352105736732483,0.2626122236251831,0.13718277215957642,0.2958570122718811,0.12780636548995972,0.3187325596809387
0,0.0,0.358190655708313,0.0009649991989135742,0.2817167043685913,0.02767735719680786,0.222520112991333,0.062159597873687744,0.2020127773284912,0.0930057168006897,0.2029561996459961,0.022472023963928223,0.17518121004104614,0.03175538778305054,0.0926504135131836,0.0330844521522522,0.040877580642700195,0.03302711248397827,0.0,0.04346710443496704,0.1823837161064148,0.08429241180419922,0.09709182381629944,0.1079898476600647,0.04313606023788452,0.1261991262435913,0.00031256675720214844,0.0657396912574768,0.21129798889160156,0.13348925113677979,0.2036304473876953,0.136269211769104,0.24379903078079224,0.12898141145706177,0.2716485261917114,0.08702576160430908,0.252751886844635,0.13814717531204224,0.2574223279953003,0.1373043656349182,0.2913357615470886,0.12762528657913208,0.315910279750824
0,0.005945861339569092,0.37368839979171753,0.0,0.2868412733078003,0.027002155780792236,0.22294491529464722,0.06315118074417114,0.19790202379226685,0.09822040796279907,0.20192915201187134,0.026237308979034424,0.17817431688308716,0.032262980937957764,0.09837707877159119,0.0317956805229187,0.04364579916000366,0.03208500146865845,0.0009511113166809082,0.053199827671051025,0.18134641647338867,0.09597092866897583,0.09770968556404114,0.12045377492904663,0.04289570450782776,0.139437735080719,0.0,0.07950204610824585,0.20663774013519287,0.14613407850265503,0.20561420917510986,0.14385062456130981,0.24522221088409424,0.1325269341468811,0.2719147801399231,0.1026257872581482,0.24584579467773438,0.1507343053817749,0.2611340880393982,0.1461641788482666,0.29632753133773804,0.1352970004081726,0.32114171981811523
0,0.06624835729598999,0.4259474575519562,0.10750532150268555,0.38617393374443054,0.11514312028884888,0.32268813252449036,0.07862967252731323,0.27198293805122375,0.040133655071258545,0.23412510752677917,0.11864346265792847,0.20161926746368408,0.1431247591972351,0.1188797652721405,0.15970593690872192,0.06615278124809265,0.17201846837997437,0.020275861024856567,0.07601219415664673,0.19838997721672058,0.06995874643325806,0.1051466166973114,0.0585823655128479,0.04868584871292114,0.046971917152404785,0.0,0.03959834575653076,0.22593697905540466,0.0234072208404541,0.16988682746887207,0.0321880578994751,0.2232496440410614,0.04069375991821289,0.26759073138237,0.010680913925170898,0.2702832520008087,0.0,0.23453179001808167,0.012530148029327393,0.2694820463657379,0.025041520595550537,0.30109551548957825
0,0.03237217664718628,0.40391117334365845,0.006653249263763428,0.3181511163711548,0.01944965124130249,0.2500520348548889,0.04942119121551514,0.21204864978790283,0.08069181442260742,0.1982814073562622,0.022296488285064697,0.19460231065750122,0.014733731746673584,0.11261916160583496,0.006362795829772949,0.058680713176727295,0.0,0.018549799919128418,0.0573042631149292,0.18777406215667725,0.0939069390296936,0.09478485584259033,0.11742663383483887,0.040142953395843506,0.13589036464691162,0.0,0.09344249963760376,0.20745646953582764,0.13819187879562378,0.21021074056625366,0.1321110725402832,0.23960727453231812,0.11888140439987183,0.2588461637496948,0.1233704686164856,0.24448806047439575,0.15331220626831055,0.2603938579559326,0.14407116174697876,0.284235417842865,0.12922465801239014,0.29898327589035034
0,0.051033079624176025,0.415200412273407,0.017603695392608643,0.3246181011199951,0.027447819709777832,0.25929170846939087,0.052950918674468994,0.21753180027008057,0.08064067363739014,0.20149540901184082,0.02662336826324463,0.20141637325286865,0.017698705196380615,0.11656135320663452,0.006988167762756348,0.060788124799728394,0.0,0.01978170871734619,0.06355643272399902,0.19267189502716064,0.09808075428009033,0.0933409333229065,0.12126672267913818,0.03853708505630493,0.13858634233474731,0.0,0.1039896011352539,0.2105637788772583,0.14273810386657715,0.20617318153381348,0.13819968700408936,0.23171848058700562,0.12599754333496094,0.24905866384506226,0.1359845995903015,0.24712848663330078,0.16087621450424194,0.2526136636734009,0.15376931428909302,0.2729109525680542,0.14084607362747192,0.2897353172302246
